https://www.ssa.gov/OACT/babynames/decades/names1880s.html
rank,maleName,number,femaleName,number
123,Jerry,1106,Marion,2109
124,Nathan,1106,Iva,2108
125,Franklin,1098,Ann,2104
126,Alonzo,1088,Nina,2093
127,Matthew,1068,Dorothy,2088
128,Mack,1062,Lola,2054
129,Earnest,1043,Lela,1915
130,Gus,1029,Beatrice,1900
131,Russell,1023,Josie,1884
132,Adam,1020,Sophia,1865
133,Jay,1016,Estelle,1841
134,Wallace,1009,Mayme,1841
135,Otis,1006,Barbara,1820
136,Stanley,997,Evelyn,1817
137,Adolph,994,Maria,1732
138,Jake,972,Inez,1633
139,Roscoe,969,Allie,1606
140,Maurice,961,Essie,1554
141,Melvin,960,Delia,1546
142,Gilbert,957,Mable,1544
143,Ross,951,Millie,1527
144,Willard,939,Alta,1523
145,Mark,928,Betty,1519
146,Levi,927,Callie,1515
147,Wilbur,914,Janie,1491
148,Cornelius,911,Rosie,1485
149,Aaron,910,Victoria,1440
150,Jose,910,Ola,1421
151,Elbert,905,Gladys,1420
152,Emmett,901,Louisa,1420
153,Phillip,898,Ina,1406
154,Morris,895,Eula,1396
155,Noah,895,Luella,1384
156,Claud,881,Vera,1365
157,Clinton,867,Lou,1364
158,Felix,863,Celia,1363
159,Moses,859,Nell,1345
160,Elijah,856,Goldie,1327
161,Nelson,849,Winifred,1309
162,Simon,841,Bettie,1298
163,Lonnie,832,Hilda,1280
164,Virgil,827,Sophie,1267
165,Hiram,825,Christine,1266
166,Jasper,820,Marguerite,1256
167,Marshall,804,Tillie,1254
168,Manuel,802,Birdie,1237
169,Sylvester,796,Rena,1219
170,Fredrick,783,Eunice,1216
171,Mike,779,Bertie,1153
172,Abraham,776,Olga,1116
173,Silas,775,Sylvia,1109
174,Irvin,770,Lucille,1108
175,Max,765,Bess,1099
176,Owen,758,Isabelle,1092
177,Christopher,752,Genevieve,1088
178,Reuben,742,Leila,1079
179,Glenn,731,Mathilda,1065
180,Nicholas,730,Dollie,1063
181,Ellis,728,Isabel,1053
182,Marvin,726,Verna,1052
183,Wiley,726,Bernice,1037
184,Eli,721,Loretta,1036
185,Edmund,708,Rhoda,1024
186,Ollie,706,Cornelia,1020
187,Cecil,705,Sally,1010
188,Cleveland,702,Jean,1000
189,Curtis,695,Alberta,992
190,Timothy,693,Winnie,989
191,Harley,685,Lelia,987
192,Jeff,685,Lois,954
193,Anton,674,Myra,953
194,Alva,663,Harriett,938
195,Wilson,660,Roxie,933
196,Irving,654,Adeline,932
197,Clayton,653,Abbie,929
198,Rudolph,652,Flossie,924
199,Vernon,636,Sue,918
200,Hubert,634,Christina,916
